
Predmeti iz 1. semestra 

409, LOGIÈKA ALGEBRA           	 0.      0.  18.      3.      8.  15.  24.      3.  22.  
498, TEORIJA PROMETA           	 0.      3.  22.      0.      0.  16.  25.      0.  15.  
497, TRANSMISIJSKI SUSTAVI     	 0.      9.  22.      0.      0.  14.  25.      0.  21.  
500, POUZDANOST TELEKOMUNIKACI 	 0.      9.  18.      4.      8.  16.  24.      7.  21.  

 Smjer  6

268, KONSTRUKCIJA I PROIZVODNJ 	 0.      0.  17.      4.      0.  14.  29.      8.  21.  
524, DIGITALNA OBRADBA SLIKE   	 0.      2.  14.      4.      1.  10.  30.      4.  14.  
472, AUTOMATSKO UPRAVLJANJE    	 0.     11.  21.      1.      8.  18.  30.      8.  18.  
599, AUTOMATIZIRANA INSTRUMENT 	 0.      4.  22.      1.      4.  16.  24.      4.  14.  
 27, EKONOMIKA                 	 0.      0.  14.      0.      3.  11.  23.      3.  22.  
588, INTELIGENTNO UPRAVLJANJE  	 0.      9.  17.      2.      0.  15.  23.      8.  18.  
365, ELEMENTI AUTOMATIZACIJE P 	 0.      7.  23.      4.      9.  17.  28.      4.  15.  
528, UPRAVLJANJE, SLIJEDNI SUS 	 0.      2.  15.      3.      2.  15.  23.      2.  17.  
485, PROJEKTIRANJE UGRAÐENIH R 	 0.      1.  21.      2.      0.  16.  24.     10.  23.  
479, AUTOMATIZACIJA POSTROJENJ 	 0.      1.  22.      3.      2.  10.  22.      7.  17.  
474, ELEKTRONIÈKA MJERENJA I I 	 0.      1.  21.      4.      3.  17.  30.      4.  18.  
478, NELINEARNI I OPTIMALNI SU 	 0.      7.  18.      3.      4.  15.  25.      3.  21.  
505, OSNOVE MIKROELEKTRONIÈKIH 	 0.      3.  14.      4.      2.  10.  23.      7.  17.  
366, MODELIRANJE I SIMULIRANJE 	 0.     11.  23.      3.      3.  18.  29.      8.  17.  
450, ENERGETSKI PROCESI        	 0.      1.  17.      4.     10.  15.  24.      8.  17.  
526, AUTOMATIZACIJA ELEKTRIÈNI 	 0.      1.  15.      1.      2.  18.  28.      2.  17.  
185, TEHNIKE EKSPERTNIH SUSTAV 	 0.      7.  16.      4.      8.  16.  29.      3.  17.  
565, SLIJEDNI SUSTAVI          	 0.     10.  23.      0.      4.  15.  28.      9.  22.  
476, OSNOVE ROBOTIKE           	 0.      2.  15.      3.      2.  15.  23.      2.  17.  
475, DIGITALNI SUSTAVI UPRAVLJ 	 0.      0.  23.      4.      7.  16.  29.      3.  15.  

 Smjer  8

425, STOHASTIÈKI PROCESI       	 0.      8.  17.      0.      0.  14.  25.      1.  23.  
492, MIKROVALNE KOMUNIKACIJE   	 0.      3.  21.      2.      4.  15.  29.      4.  15.  
560, SEMINAR                   	 0.      1.  16.      0.      3.  16.  28.      0.  23.  
495, DIGITALNE VIDEOKOMUNIKACI 	 0.      8.  18.      0.      1.  10.  21.      0.  22.  
634, RADIOTELEMETRIJA          	 0.      7.  17.      3.      8.  21.  28.      3.  22.  
483, MIKROELEKTRONIÈKI SKLOPOV 	 0.      0.  22.      4.      8.  18.  29.      4.  18.  
486, SUSTAVI ZA PRAÆENJE I VOÐ 	 0.      3.  16.      4.      8.  21.  30.      1.  21.  
471, RAÈUNALA I                	 0.      3.  17.      4.      2.  17.  25.      1.  14.  
399, OSNOVE MIKROELEKTRONIKE   	 0.      3.  16.      3.      0.  15.  28.      7.  17.  
410, TELEKOMUNIKACIJSKE MREŽE  	 0.      1.  22.      3.      0.  10.  29.      1.  21.  
406, TELEVIZIJA                	 0.      3.  23.      3.      1.  16.  24.      9.  17.  
619, RADARSKI SUSTAVI          	 0.      8.  21.      2.      0.  11.  30.      7.  17.  
403, VISOKOFREKVENCIJSKA ELEKT 	 0.      0.  21.      3.      1.  11.  24.     10.  22.  
405, MODULACIJE I MODULATORI   	 0.      1.  10.      2.      4.  16.  24.      3.  17.  
515, RADIOLOKACIJA I NAVIGACIJ 	 0.      7.  17.      3.      8.  18.  28.      3.  22.  
615, TEHNOLOGIJA RADIOFREKVENC 	 0.      9.  23.      1.      2.  15.  24.      0.  16.  
636, PSIHOAKUSTIKA             	 0.      0.  14.      2.      7.  21.  30.      0.  18.  
519, DIGITALNA OBRADA GOVORA I 	 0.      4.  23.      4.      3.  18.  28.      1.  18.  
487, MIKROVALNA ELEKTRONIKA    	 0.      7.  15.      1.      8.  15.  23.      8.  16.  
609, NUMERIÈKI POSTUPCI U RADI 	 0.      3.  21.      2.      4.  15.  29.      4.  15.  
517, ULTRAZVUK I HIDROAKUSTIKA 	 0.      0.  14.      2.      7.  21.  30.      0.  18.  
489, OSNOVE RADIOKOMUNIKACIJSK 	 0.      1.  18.      3.      7.  15.  23.     10.  22.  
 67, OZVUÈENJE I ZVUÈNIÈKI SUS 	 0.      4.  23.      4.      2.  14.  30.      1.  14.  
494, ANTENE                    	 0.      9.  21.      0.      8.  16.  25.      4.  23.  
635, MIKROVALNI PRIJAMNICI     	 0.      9.  21.      3.      7.  15.  25.      4.  18.  
516, ANALIZA ŠUMA U KOMUNIKACI 	 0.      9.  23.      1.      2.  15.  24.      0.  16.  
473, RAÈUNALA II               	 0.      2.  17.      3.      3.  21.  30.      7.  23.  
493, OPTIÈKI KOMUNIKACIJSKI SU 	 0.      2.  22.      4.      0.  10.  29.      4.  16.  
607, PROJEKTIRANJE RADIOFREKVE 	 0.      0.  14.      1.      1.  11.  23.     11.  22.  
624, MIKROVALNA MJERENJA       	 0.      1.  16.      4.      0.  14.  25.      3.  14.  
400, FILTRI I FILTARSKA POJAÈA 	 0.     11.  21.      4.      3.  14.  29.      4.  14.  
618, DIGITALNA TELEVIZIJA      	 0.      4.  14.      2.      4.  18.  29.     10.  21.  
402, TEORIJA ELEKTROMAGNETSKIH 	 0.      3.  21.      2.      4.  15.  29.      4.  15.  
404, ELEKTROAKUSTIKA           	 0.      0.  16.      4.      2.  16.  29.      0.  14.  
213, PRIJAMNICI                	 0.      1.  17.      4.      7.  18.  29.      4.  21.  
491, DIGITALNA AUDIOTEHNIKA    	 0.      0.  14.      3.      7.  21.  30.      0.  18.  
407, OPTOELEKTRONIÈKI SKLOPOVI 	 0.      2.  22.      4.      0.  17.  29.      4.  16.  
518, PROFESIONALNI TONFREKVENC 	 0.      9.  17.      3.      1.  16.  29.      3.  21.  
490, ELEKTROAKUSTIÈKI SIGNALI  	 0.      3.  18.      2.      0.  15.  28.      4.  22.  
637, GOVORNA I GLAZBENA AKUSTI 	 0.      3.  18.      2.      0.  15.  28.      4.  22.  

 Smjer  20

583, OBJEKTNO ORIJENTIRANO PRO 	 0.      0.  18.      0.      8.  17.  28.      0.  23.  
418, OPERACIJSKI SUSTAVI I     	 0.      4.  22.      1.      1.  14.  24.      4.  23.  
376, OTVORENO RAÈUNARSTVO      	 0.      8.  16.      4.      1.  15.  23.      9.  17.  
447, MODELIRANJE I SIMULIRANJE 	 0.     10.  21.      3.      1.  14.  30.      4.  14.  
631, RAÈUNALNA POTPORA INŽENJE 	 0.      7.  22.      0.      0.  11.  23.     11.  22.  
401, PROJEKTIRANJE DIGITALNIH  	 0.      2.  14.      2.      4.  17.  30.      3.  14.  
488, TONFREKVENCIJSKA TEHNIKA  	 0.      1.  14.      1.      0.  17.  25.      7.  21.  
605, ODABRANA POGLAVLJA IZ PRO 	 0.      7.  16.      3.      8.  18.  29.      4.  17.  
445, ANALIZA I PROJEKTIRANJE R 	 0.      7.  22.      0.      0.  11.  23.     11.  22.  
439, STOHASTIÈKA MATEMATIKA    	 0.      8.  23.      1.      9.  17.  25.      3.  18.  
608, GAAS I HETEROSPOJNI POLUV 	 0.      3.  18.      4.      3.  21.  29.      2.  16.  
606, MULTISENZORSKI SUSTAVI I  	 0.      0.  15.      4.      3.  14.  29.      2.  17.  
477, RAÈUNALA I PROCESI        	 0.      4.  21.      4.      1.  16.  24.      8.  21.  
508, POUZDANOST I NEOSJETLJIVO 	 0.      0.  15.      4.      1.  18.  29.      8.  17.  
504, MEMORIJSKI SUSTAVI        	 0.      0.  14.      4.      2.  15.  24.      4.  16.  
414, PROGRAMSKE PARADIGME I JE 	 0.      3.  18.      4.      0.  16.  25.      1.  15.  
581, PROJEKTIRANJE ANALOGNIH I 	 0.      4.  18.      2.      0.  11.  24.      1.  14.  
443, INTELIGENTNI SUSTAVI      	 0.      1.  16.      0.      3.  18.  30.      2.  14.  
171, RASPOZNAVANJE UZORAKA     	 0.      9.  23.      0.      2.  11.  29.      0.  14.  
444, OPERACIJSKI SUSTAVI II    	 0.      4.  22.      1.      1.  14.  24.      4.  23.  
415, ARHITEKTURA I ORGANIZACIJ 	 0.      0.  17.      0.      2.  17.  30.      3.  21.  
417, AUTOMATI, FORMALNI JEZICI 	 0.      0.  10.      2.      3.  21.  29.      8.  17.  
564, SEMINAR                   	 0.      1.  21.      0.      0.  17.  30.      2.  14.  
 55, BAZE PODATAKA             	 0.      1.  22.      1.      1.  11.  22.      7.  16.  
525, PROJEKTIRANJE INFORMACIJS 	 0.      3.  23.      0.      1.  11.  21.      7.  16.  
639, OPTIMIZIRAJUÆI JEZIÈNI PR 	 0.      0.  10.      2.      3.  21.  29.      8.  17.  
446, MREŽE RAÈUNALA            	 0.      0.  22.      4.     10.  18.  28.      1.  21.  

 Smjer  21

419, OPERACIJSKA ISTRAŽIVANJA  	 0.     11.  22.      1.      3.  11.  24.      0.  22.  
452, ELEKTROENERGETSKE MREŽE   	 0.      4.  16.      3.      0.  10.  22.      2.  15.  
539, ELEKTRIÈNA RASVJETA       	 0.      0.  15.      1.      8.  18.  30.      2.  18.  
576, DINAMIKA ELEKTROENERGETSK 	 0.     10.  21.      4.      3.  15.  29.      8.  18.  
393, ELEKTROTEHNIÈKI MATERIJAL 	 0.      2.  18.      2.      1.  16.  30.      9.  23.  
451, RASKLOPNA POSTROJENJA     	 0.      4.  17.      3.      0.  11.  30.      8.  18.  
457, REGULACIJA ELEKTROENERGET 	 0.      0.  23.      2.      4.  17.  29.      9.  21.  
231, SIGURNOST NUKLEARNIH POST 	 0.      4.  22.      4.      1.  17.  28.      8.  21.  
421, NUMERIÈKI POSTUPCI U PROJ 	 0.      3.  16.      2.      1.  10.  22.      2.  21.  
384, TEORIJSKA ELEKTROTEHNIKA  	 0.     11.  22.      3.      8.  16.  29.      9.  18.  
377, TEHNIÈKA MEHANIKA         	 0.      0.  22.      3.      1.  15.  25.      7.  15.  
604, SINKRONI STROJEVI I UZBUD 	 0.      1.  21.      4.      2.  18.  30.      9.  18.  
538, IZABRANA POGLAVLJA TEHNIK 	 0.      2.  17.      4.      2.  10.  25.      8.  17.  
454, TEHNIKA VISOKOG NAPONA    	 0.      1.  16.      1.      1.  11.  21.      9.  22.  
542, GEOGRAFSKI INFORMACIJSKI  	 0.      4.  22.      3.      2.  15.  24.      1.  21.  
644, AUTOMATIZIRANA ISPITIVANJ 	 0.      2.  21.      2.      2.  14.  29.      2.  14.  
461, REGULACIJSKA TEHNIKA      	 0.      2.  17.      3.      1.  15.  23.     11.  18.  
549, NUMERIÈKI POSTUPCI U ELEK 	 0.      0.  16.      2.      2.  11.  30.      0.  22.  

 Smjer  22

453, NUMERIÈKA ANALIZA ELEKTRO 	 0.     11.  22.      2.      4.  16.  25.      2.  22.  
543, ZAŠTITA ELEKTROENERGETSKI 	 0.      4.  23.      3.      9.  17.  30.      7.  23.  
374, PROCESNA MJERENJA         	 0.      0.  14.      3.      1.  11.  23.     11.  21.  
226, GORIVNI CIKLUSI I REAKTOR 	 0.      4.  16.      2.      7.  15.  24.      8.  17.  
382, ELEKTRIÈNI STROJEVI I TRA 	 0.      3.  22.      4.      3.  15.  30.      7.  18.  
449, OBNOVLJIVI IZVORI ENERGIJ 	 0.     10.  21.      1.      0.  15.  28.     10.  18.  
540, OSNOVE SPREMANJA ENERGIJE 	 0.      1.  14.      1.      3.  10.  29.     11.  21.  
467, PROJEKTIRANJE INDUSTRIJSK 	 0.      1.  15.      4.      3.  15.  29.      0.  23.  
547, GOSPODARENJE ENERGIJOM    	 0.      3.  18.      3.      4.  17.  28.     10.  21.  
545, ENERGETSKI IZVORI         	 0.      4.  23.      4.      7.  17.  30.      7.  15.  
455, NUKLEARNE ELEKTRANE       	 0.      0.  17.      3.      7.  16.  25.      4.  18.  
385, DJELOVANJE I ZAŠTITA OD Z 	 0.      9.  17.      1.      1.  10.  25.     10.  18.  
383, UVOD U NUKLEARNU ENERGETI 	 0.      9.  23.      1.      8.  17.  29.      0.  21.  
458, ZAŠTITA I AUTOMATIKA ELEK 	 0.      4.  23.      3.      9.  17.  30.      7.  23.  
541, POUZDANOST ELEKTROENERGET 	 0.     11.  21.      1.      1.  15.  28.      4.  21.  
372, OSNOVE ENERGETSKE ELEKTRO 	 0.      1.  14.      2.      8.  17.  25.      4.  15.  
456, ELEKTRANE                 	 0.      7.  17.      2.      2.  11.  28.      4.  16.  
460, VOÐENJE ELEKTROENERGETSKO 	 0.      3.  17.      3.      1.  11.  24.      2.  22.  
388, VOÐENJE I PRIJELAZ TOPLIN 	 0.      9.  23.      3.     10.  18.  29.      1.  18.  
